#{"t_start": 1775223357.6713285, "env_id": "None"}
r,l,t
1786.4841,194,816.904489
1614.5577,179,816.957134
1798.9816,199,817.113435
1953.565,211,817.754978
1610.4469,177,818.185977
2181.9238,242,819.587724
1870.2625,211,820.269308
2071.3484,223,820.413611
2002.0225,227,820.879813
1630.6885,185,821.410151
1919.9028,210,821.488194
1947.8975,219,821.623269
1804.3989,200,821.709781
1830.336,203,821.969256
1970.2833,223,822.040786
1606.6171,177,822.439271
1981.0192,215,822.925261
1848.7397,209,825.251216
2178.6768,243,825.424314
1588.5404,182,825.688326
2068.093,225,825.768131
2011.7041,224,826.180001
1763.953,195,826.293702
1897.7953,213,826.444781
1897.5444,219,826.674927
1626.1698,184,826.674927
1835.8517,207,826.747476
1946.4359,224,827.130625
1966.284,215,827.672625
1587.6024,179,829.229733
1862.8605,209,829.431947
1592.8448,176,830.027033
2149.6348,235,830.045037
1789.3539,198,830.063118
2078.4949,223,830.102565
1889.0035,206,830.363339
1986.091,223,830.413884
1817.0834,198,830.5059
1871.9568,208,830.626557
1900.3552,213,831.154235
1971.6844,214,831.654962
1589.596,181,832.535607
1846.3359,204,833.154901
1594.3192,176,833.231421
1762.2018,194,833.601825
1897.434,204,834.069487
1836.1915,202,834.178034
2088.7178,226,834.216574
2138.7234,232,834.273585
1963.3046,217,834.358127
1866.1395,207,834.376133
1900.9803,209,834.933861
1966.6427,211,835.458837
1619.346,181,835.787439
1632.0961,179,836.39277
1859.1265,205,836.78312
1782.4108,194,837.011697
1814.3069,199,837.673888
1905.2954,206,837.690889
1906.3217,212,838.092407
2122.9673,228,838.216182
1986.9366,221,838.232183
2134.9116,230,838.311209
1912.9003,209,838.591122
1592.0128,175,838.858806
1951.3201,208,839.109582
1609.01,178,839.577672
1879.6455,208,840.478363
1779.2897,197,840.512376
1839.595,203,841.257661
1898.3351,205,841.308674
1936.5958,216,841.903893
1630.7585,183,842.077201
2009.9807,220,842.10921
2099.2366,223,842.143907
1949.5417,214,842.346216
2149.5894,231,842.366227
1624.2517,178,842.659864
1983.4592,211,842.802404
1804.2205,197,844.166206
1874.5645,204,844.297734
1863.298,209,845.563787
1905.7935,207,845.585789
1614.7003,181,846.028842
1944.282,214,846.612799
1627.981,180,846.868029
2103.625,225,847.263155
2048.2515,227,847.263155
1938.1218,214,847.290148
2165.2734,234,847.833818
2011.5054,214,847.970888
1815.5653,199,849.260598
1905.8052,212,849.720644
1594.4535,179,850.657423
1848.9565,206,850.868783
1910.0939,207,850.922794
1631.8081,182,851.579922
1891.0349,210,852.036818
1926.2655,215,852.802255
2060.0417,230,853.165484
2143.9702,231,853.189483
2003.6154,219,853.581138
2172.2498,239,853.981585
990.91077,126,854.082886
1800.2965,199,854.31288
1899.5951,211,854.968896
1614.4083,184,855.136638
1604.6277,178,855.738197
1934.0619,212,855.884732
981.0801,118,856.424732
1896.2261,217,856.786069
1905.4186,208,857.189221
1984.721,219,857.621378
1990.2102,214,857.810123
2137.038,231,857.847665
1773.8812,198,858.056764
2170.5632,241,858.558371
1636.6486,190,858.613376
1933.5148,221,859.01315
1646.8685,187,859.10544
1929.6753,211,859.675387
1897.4758,206,860.108681
1953.064,217,860.628395
1913.6866,212,860.921048
1965.479,209,861.502902
1769.6367,196,861.521496
1987.2163,223,861.557045
1605.1215,183,861.825387
2146.8154,232,861.926924
1604.2888,178,862.201627
1865.4469,210,862.664562
2159.8245,238,862.71856
1898.2694,206,863.282934
1855.9385,203,864.326299
1879.2095,203,864.671467
1969.2434,258,864.828029
1293.2231,185,864.982848
1731.752,184,864.982848
1564.8352,172,865.097514
1577.5234,169,865.499635
1934.9956,208,865.52049
2056.1265,219,866.135664
2119.9668,228,867.10467
1880.9004,200,867.142406
2168.546,278,867.970344
1834.2249,197,868.048871
1568.1436,169,868.253291
1795.7311,189,868.378841
1872.8163,198,868.399837
1757.524,186,868.451386
1557.0581,163,868.485386
1922.818,200,868.712875
1970.8312,208,869.408952
2097.0784,221,870.408938
1804.3557,188,870.951383
2095.0596,218,871.589543
1547.6608,162,871.715053
1784.5165,186,871.948684
1566.7913,164,872.068637
1862.2062,197,872.293523
1692.0165,176,872.293523
1736.8129,182,872.340798
1841.9763,192,872.589717
1918.3165,200,873.209131
1949.0068,205,874.125044
1994.7449,209,875.210521
1850.6938,194,875.414882
1091.6984,137,875.479409
1555.587,165,875.507411
1577.6733,167,875.900071
1821.849,193,876.400236
1733.5717,183,876.510643
2060.0022,218,876.623748
1864.6464,201,876.919824
1854.7067,198,877.134844
1912.8573,199,877.759404
1940.0403,213,878.996129
1563.0524,177,879.602489
1552.1643,167,879.772677
1800.326,198,880.080305
1878.063,205,880.169218
2045.6962,221,880.331749
1736.6703,187,880.875313
1855.6265,208,881.257956
1881.8992,218,882.043589
2151.6826,238,882.21226
1925.91,218,882.286808
1972.0189,213,882.794961
1041.3442,125,883.060659
1583.0444,180,883.840571
1564.68,176,883.909117
1989.2876,227,884.283764
1899.5995,213,885.065956
2027.9608,222,885.402093
1766.6947,200,885.402093
1877.8732,212,886.018081
1913.3503,215,886.803883
1697.907,187,887.13873
1936.057,221,887.160249
2152.8892,241,887.526313
1987.4391,221,887.606665
1594.1208,174,887.607167
1581.5697,179,887.781424
1986.406,230,889.257989
1752.9203,197,889.725124
1903.103,214,889.748141
2055.9663,225,890.375622
1920.531,220,890.911132
1792.4473,200,891.618093
1906.6422,220,891.725636
1631.4143,186,891.793185
1622.0702,188,891.996025
2027.8726,238,892.428442
2053.315,234,892.783892
2192.6208,248,893.002983
1749.2339,193,893.957182
2013.7659,233,894.391499
1935.5381,214,894.433664
2021.4742,220,895.140116
1664.668,183,895.508135
1922.893,221,895.648702
1623.9749,186,895.734224
1635.3035,185,895.926305
1882.8228,219,896.36653
1988.8319,231,897.335937
2032.7657,226,897.597215
2199.3691,249,898.31682
1805.7362,204,898.31682
1942.8073,216,899.014452
2020.6475,231,899.268099
1623.2235,181,899.541608
2022.039,219,899.757059
1656.1469,185,899.822595
1911.7069,217,900.22387
1924.77,221,901.058375
1952.5652,273,901.285224
1980.4485,223,902.209151
1988.9036,219,902.427361
1766.3638,198,902.734921
1624.4465,183,903.840387
2163.8247,245,903.890903
1915.5023,213,903.94437
1608.6062,181,904.122116
2011.2446,231,904.727415
2097.8945,229,905.264437
1899.7539,216,905.492147
1780.5276,197,906.267045
1905.5063,214,906.423576
1959.8112,219,907.791162
1802.1218,204,907.901715
2000.1221,219,907.964418
1603.3407,175,908.289752
1587.3031,176,908.596106
1894.7218,206,909.190626
2142.5925,236,909.89135
2012.9954,226,910.489331
2032.5685,219,910.868226
1908.4735,213,910.942996
1765.6069,194,911.226432
1881.8911,209,911.661017
1598.1599,175,912.398501
1584.5995,174,912.597164
1827.6553,209,912.719705
1994.7062,213,912.847647
2038.3707,225,912.917193
1911.87,206,913.550905
2137.2512,231,914.503969
1699.1328,182,914.540274
1964.504,217,914.669978
1883.4465,206,914.773042
1985.6653,211,914.808058
1891.7017,209,915.420491
1589.6505,173,915.491031
1580.1436,172,915.686239
1772.498,192,916.159923
1993.5675,213,916.655863
2021.3556,219,916.838181
1902.7799,203,917.223207
1671.9121,178,917.756646
1953.2445,211,918.556704
1971.9805,206,918.616239
1600.2175,171,918.660775
2160.1968,232,918.802515
1576.6564,169,918.821518
